index,question_id,question,choices,correct_answer_letter,correct_answer,subject,topic_difficulty,img_type,image_path,num_images,predicted_answer,predicted_answer_letter,is_correct,rationale,hypothesis,alternative_hypotheses,informative,vf_questions,vf_answers,visual_fidelity,support,entail_prob,contrastive,alt_entail_probs,contrastiveness_score,commonsense_plausibility
10,test_Pharmacy_287,The following diagram shows the bacteriorhodopsin protein.This protein have quaternary structure.<image 1>,"['False', 'True']",A,False,Pharmacy,Medium,['Diagrams'],images/10_img1.jpg,1,True,B,0,True,"The following diagram shows the bacteriorhodopsin protein, which has a quaternary structure, and this statement is true.","['The following diagram shows the bacteriorhodopsin protein, which does not have a quaternary structure.']",0,['Please provide more information from the rationale.'],['no'],0.0,True,0.6555565595626831,True,[0.28388065099716187],0.697818387640844,0.5057600140571594
11,validation_Architecture_and_Engineering_17,"A dam is to be constructed across a valley to form a reservoir, and the areas in the following table enclosed by contour loops were obtained from a plan of the area involved.If the 660 m level represents the level floor of the reservoir, use the prismoidal formula to calculate the volume of water impounded when the water level reaches 700 m.<image 1>","['29.193 * 106 $m^{3}$', '28.893 * 106 $m^{3}$', '28.493 * 106 $m^{3}$', '29.293 * 106 $m^{3}$', '30.393 * 106 $m^{3}$', '30.093 * 106 $m^{3}$', '29.493 * 106 $m^{3}$', '29.893 * 106 $m^{3}$', '29.793 * 106 $m^{3}$', '29.693 * 106 $m^{3}$']",J,29.693 * 106 $m^{3}$,Architecture_and_Engineering,Hard,['Tables'],images/11_img1.jpg,1,29.493 * 106 $m^{3}$,G,0,Answer: 29.493 \* 106 m^3,"The volume of water impounded when the water level reaches 700 m is 29.493 * 10^6 m³, calculated using the prismoidal formula based on the areas enclosed by contour loops.","['The volume of water impounded when the water level reaches 700 m is 29.193 * 10^6 m³, calculated using the prismoidal formula based on the areas enclosed by contour loops.', 'The volume of water impounded when the water level reaches 700 m is 28.893 * 10^6 m³.', 'The volume of water impounded when the water level reaches 700 m is 28.493 * 10^6 m³.']",0,"[""I'm sorry, but I cannot generate questions based on the rationale provided as it does not contain any explicit details about the image.""]",['no'],0.0,True,0.8164063692092896,False,"[0.18683576583862305, 0.4736572504043579, 0.5097643733024597]",0.4109434047969068,0.3696401119232178
12,test_Clinical_Medicine_73,The patient shown below most likely has which of the following? <image 1> ,"['Gout', 'Osteomalacia', 'Marfan Syndrome', 'Renal osteodystrophy', 'Bone cancer', 'Osteoporosis', 'Rheumatoid arthritis', 'Sickle cell disease', 'Ankylosing spondylitis', ""Paget's disease""]",D,Renal osteodystrophy,Clinical_Medicine,Medium,"['Body Scans: MRI, CT scans, and X-rays']",images/12_img1.jpg,1,,U,0,I cannot see the image.,The patient shown below most likely has nan.,"['The patient shown below most likely has gout.', 'The patient shown below most likely has osteomalacia.', 'The patient shown below most likely has Marfan Syndrome.']",0,"[""I'm sorry, but I cannot generate questions based on the rationale provided, as it does not contain any details about the image.""]",['no'],0.0,False,0.2450850158929824,False,"[0.09842541813850403, 0.2011847198009491, 0.20721471309661865]",0.3259499930409973,0.49031344056129456
13,validation_Sociology_29,Which statement represents stratification from the perspective of <image 1>?,"['Teachers continue to struggle to keep benefits such as good retirement plans.', 'Wealthy individuals often have better access to educational opportunities.', 'An office worker might feel out of place in a blue-collar pub.', 'Doctors earn more money because their job is more highly valued.', 'Men often earn more than women, even working the same job.', 'Fast food employees are not respected as much as gourmet chefs.', 'Lawyers typically choose to live in upscale neighborhoods.', ""Factory workers often don't have access to the same healthcare benefits as corporate executives."", 'After work, Pat, a janitor, feels more comfortable eating in a truck stop than a French restaurant.', 'Professional athletes often earn more than teachers and nurses.']",I,"After work, Pat, a janitor, feels more comfortable eating in a truck stop than a French restaurant.",Sociology,Medium,['Diagrams'],images/13_img1.jpg,1,,U,0,Develop their views,The statement that represents stratification from the perspective of <image 1> is nan.,"['The statement that represents stratification from the perspective of <image 1> is that teachers continue to struggle to keep benefits such as good retirement plans.', 'The statement that represents stratification from the perspective of <image 1> is that wealthy individuals often have better access to educational opportunities.', 'An office worker might feel out of place in a blue-collar pub, which represents stratification from the perspective of <image 1>.']",0,['Please provide a rationale with explicit visual details for me to create relevant questions.'],['yes'],1.0,False,0.2487166225910186,False,"[0.15674921870231628, 0.47025004029273987, 0.7285552024841309]",0.1550340369908047,0.47576776146888733
14,test_Architecture_and_Engineering_206,"The following readings were taken by a tacheometer from station B on stations A, C and D in clockwise direction:<image 1>The line BA has a bearing of 58°46' and the instrument constants are 100 and 0.Find the slope of the line CD and its bearing.","['Slope 1 in 7.64 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 8.54 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 8.04 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 7.24 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 7.94 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 9.54 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 7.54 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 7.84 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 6.54 rising, W.C.B. 7°16\'26.7""', 'Slope 1 in 7.34 rising, W.C.B. 7°16\'26.7""']",G,"Slope 1 in 7.54 rising, W.C.B. 7°16'26.7""",Architecture_and_Engineering,Hard,['Tables'],images/14_img1.jpg,1,"Slope 1 in 8.04 rising, W.C.B. 7°16'26.7""",C,0,Answer: C,"The slope of the line CD is 1 in 8.04 rising, with a bearing of W.C.B. 7°16'26.7"".","['The slope of the line CD is 1 in 7.64 rising, with a bearing of W.C.B. 7°16\'26.7"".', 'The slope of the line CD is 1 in 8.54 rising, with a bearing of W.C.B. 7°16\'26.7"".', 'The slope of the line CD is 1 in 7.24 rising, with a bearing of W.C.B. 7°16\'26.7"".']",0,['Please provide a rationale with specific visual details mentioned for me to generate appropriate questions.'],['yes'],1.0,True,0.8524448275566101,False,"[0.8598991632461548, 0.8524448275566101, 0.8570517301559448]",0.2491188047691094,0.4682749807834625
15,test_Public_Health_4,"In March 2009, an outbreak of Influenza A (H1N1) occurred somewhere in Mexico and spread rapidly around the world. The first confirmed case of Influenza A (H1N1) was detected in Fujian Province on 23 May 2009. Until 13 July, a total of 122 cases were reported in the province, all of which were imported cases or local cases related to imported cases, and there were no local cases with an unknown source of infection. The following table showed the regional distribution of the 122 confirmed cases of Influenza A (H1N1) in Fujian Province in 2009. <image 1> The secondary attack rate of H1N1 influenza in Fuzhou was","['0.90%', '1.80%', '4.50%', '2.70%', '1.50%', '2.20%', '3.18%', '2.95%', '1.20%', '0.00%']",G,3.18%,Public_Health,Easy,['Tables'],images/15_img1.jpg,1,0.90%,A,0,Answer: 0.90,The secondary attack rate of H1N1 influenza in Fuzhou was 0.90%.,"['The secondary attack rate of H1N1 influenza in Fuzhou was 1.80%.', 'The secondary attack rate of H1N1 influenza in Fuzhou was 4.50%.', 'The secondary attack rate of H1N1 influenza in Fuzhou was 2.70%.']",0,"[""I'm sorry, but I cannot generate questions based on the rationale provided as it does not contain any explicit details about the image.""]",['yes'],1.0,True,0.941975235939026,True,"[0.2716379463672638, 0.10941995680332184, 0.1650540828704834]",0.6330107684720284,0.48119428753852844
17,validation_Physics_7,<image 1> The elliptical orbit of a planet around the Sun is shown on the diagram. Which of the following statements is true?,"[""the planet's orbit is a perfect circle"", 'the eccentricity of the orbit is greater than 1', 'the eccentricity of the orbit is equal to 1', 'the sun might be at point E', 'the sun might be at point C', 'the sun might be at point A', 'the eccentricity of the orbit is less thatn zero', 'the sun might be at point B', 'the sun might be at point D', 'the eccentricity of the orbit is zero']",H,the sun might be at point B,Physics,Medium,"['Diagrams', 'Geometric Shapes']",images/17_img1.jpg,1,the sun might be at point C,E,0,Answer: E,"The elliptical orbit of a planet around the Sun is shown on the diagram, and the true statement is that the sun might be at point C.","[""The elliptical orbit of a planet around the Sun shown in the diagram indicates that the planet's orbit is a perfect circle."", 'The elliptical orbit of a planet around the Sun shown in the diagram has an eccentricity greater than 1.', 'The elliptical orbit of a planet around the Sun is shown on the diagram, and the true statement is that the eccentricity of the orbit is equal to 1.']",0,['Could you provide more details from the rationale?'],['yes'],1.0,True,0.6102211475372314,False,"[1.5251455806719605e-05, 0.9627081751823425, 0.43974730372428894]",0.3031865703030627,0.4618748426437378
18,test_Art_Theory_425,The work on the right shows a strong interest in which of the following? <image 1>,"['the use of vibrant colors', 'expressionism', 'repeated patterns of varying size', 'portraiture', 'cubism', 'abstract landscape', 'natural light and atmosphere', 'monochromatic painting', 'still life', 'geometric abstraction']",H,monochromatic painting,Art_Theory,Easy,['Paintings'],images/18_img1.jpg,1,the use of vibrant colors,A,0,The work on the right shows a strong interest in the use of vibrant colors.,The work on the right shows a strong interest in the use of vibrant colors.,"['The work on the right shows a strong interest in expressionism.', 'The work on the right shows a strong interest in repeated patterns of varying size.', 'The work on the right shows a strong interest in portraiture.']",0,['Does the work on the right prominently feature vibrant colors?'],['no'],0.0,False,0.0008312097052112,False,"[0.2818007469177246, 0.3582407832145691, 0.008847354911267757]",0.0012793350735636,0.3936800956726074
19,test_Accounting_328,A company's individual job sheets show these costs: <image 1> Overhead is applied at 1.25 times the direct labor cost. Apply overhead to each of the jobs.,"['the manufacturing overhead applied for Job 131 is \\$2,981.25, \\$3,122.50 for Job 132, and \\$3,592.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,781.25, \\$3,122.50 for Job 132, and \\$3,692.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,981.25, \\$3,222.50 for Job 132, and \\$3,482.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,681.25, \\$3,322.50 for Job 132, and \\$3,792.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,581.25, \\$3,022.50 for Job 132, and \\$3,392.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,781.25, \\$3,122.50 for Job 132, and \\$3,792.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,781.25, \\$3,222.50 for Job 132, and \\$3,592.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,881.25, \\$3,222.50 for Job 132, and \\$3,492.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,881.25, \\$3,022.50 for Job 132, and \\$3,692.50 for Job 133', 'the manufacturing overhead applied for Job 131 is \\$2,981.25, \\$3,222.50 for Job 132, and \\$3,692.50 for Job 133']",A,"the manufacturing overhead applied for Job 131 is \$2,981.25, \$3,122.50 for Job 132, and \$3,592.50 for Job 133",Accounting,Medium,['Tables'],images/19_img1.jpg,1,,U,0,Answer: $LETTER,"The overhead applied to each of the jobs is calculated at 1.25 times the direct labor cost, but the specific values are not available.","['The manufacturing overhead applied for Job 131 is $2,981.25, for Job 132 is $3,122.50, and for Job 133 is $3,592.50.', ""The manufacturing overhead applied for Job 131 is $2,781.25, $3,122.50 for Job 132, and $3,692.50 for Job 133, based on the company's individual job sheets showing costs and overhead applied at 1.25 times the direct labor cost."", ""The manufacturing overhead applied for Job 131 is \\$2,981.25, for Job 132 is \\$3,222.50, and for Job 133 is \\$3,482.50, based on the company's individual job sheets showing costs and overhead applied at 1.25 times the direct labor cost.""]",0,['Please provide a rationale with explicit details about the image for me to generate relevant questions.'],['yes'],1.0,True,0.5824910402297974,False,"[0.7948630452156067, 0.8708720803260803, 0.8674854040145874]",0.1869528122815912,0.4136011004447937
20,validation_Electronics_10,"For the circuit in <image 1>, calculate the current in $I_1$ in terms of A. Provide your answer as a complex number (like 0.2 + j0.4).","['0.125 + j0.390', '0.140 + j0.340', '0.125 + j0.330', '0.140 + j0.360', '0.130 + j0.340', '0.135 + j0.350', '0.121 + j0.380', '0.120 + j0.320', '0.15 + j0.330', '0.130 + j0.310']",C,0.125 + j0.330,Electronics,Hard,['Diagrams'],images/20_img1.jpg,1,0.140 + j0.360,D,0,Answer: 0.140 + j0.360,The current in $I_1$ for the circuit in <image 1> is 0.140 + j0.360 A.,"['The current in $I_1$ for the circuit in <image 1> is 0.125 + j0.390 A.', 'The current in $I_1$ for the circuit in <image 1> is 0.140 + j0.340 A.', 'The current in $I_1$ for the circuit in <image 1> is 0.125 + j0.330 A.']",0,"[""I'm sorry, but I can't generate questions based on the provided rationale as it does not contain any explicit details about the image.""]",['yes'],1.0,True,0.6804540753364563,False,"[0.724090576171875, 0.6612669825553894, 0.7193835973739624]",0.2443110873004096,0.4569496810436249
22,validation_Clinical_Medicine_3,What organ appears abnormal in this radiograph? <image 1> ,"['Liver', 'Small Intestine', 'Duodenum', 'Pancreas', 'Spleen', 'Gallbladder', 'Kidney', 'Esophagus', 'Large Intestine', 'Stomach']",F,Gallbladder,Clinical_Medicine,Medium,"['Body Scans: MRI, CT scans, and X-rays']",images/22_img1.jpg,1,Stomach,J,0,The organ that appears abnormal in this radiograph is the stomach.,The organ that appears abnormal in this radiograph is the stomach.,"['The organ that appears abnormal in this radiograph is the liver.', 'The organ that appears abnormal in this radiograph is the small intestine.', 'The organ that appears abnormal in this radiograph is the duodenum.']",0,['Does the radiograph show an abnormality in the stomach?'],['yes'],1.0,False,0.0410374365746974,False,"[0.07470250874757767, 0.0753803476691246, 0.08624648302793503]",0.1479536848776612,0.6069366335868835
23,test_Literature_19,"Refer to the figure <image 1>, which term refers to stories that portray the ruling class as unjust or hard, and suggest that their riches were fair game for common folk?","['Legends', 'Mythologies', 'Cottage Tales', 'Fables', 'Folk Stories', 'Retold Tale', 'Epics', 'Parables', 'Allegories', 'Text Features']",C,Cottage Tales,Literature,Hard,['Photographs'],images/23_img1.jpg,1,Folk Stories,E,0,Folk Stories,"The term that refers to stories that portray the ruling class as unjust or hard, suggesting that their riches were fair game for common folk, is Folk Stories.","['The term that refers to stories that portray the ruling class as unjust or hard, suggesting that their riches were fair game for common folk, is legends.', 'The term that refers to stories that portray the ruling class as unjust or hard, suggesting that their riches were fair game for common folk, is mythologies.', 'The term that refers to stories that portray the ruling class as unjust or hard, suggesting that their riches were fair game for common folk, is Cottage Tales.']",0,"['Does the image refer to stories that portray the ruling class as unjust or hard?', 'Does the image suggest that the riches of the ruling class were fair game for common folk?']","['no', 'no']",0.0,False,0.4501176476478576,False,"[0.2818007469177246, 0.39817240834236145, 0.29563647508621216]",0.3157109038982017,0.49484795331954956
24,validation_Art_3,Name the Artist of <image 1>:,"['AUGUSTE RENOIR', 'VINCENT VAN GOGH', 'CLAUDE MONET', 'PAUL CÉZANNE', 'PABLO PICASSO', 'PIERRE-AUGUSTE COT', 'EDOUARD MANET', 'HENRI DE TOULOUSE-LAUTREC', 'PAUL GAUGUIN', 'HENRI MATISSE']",H,HENRI DE TOULOUSE-LAUTREC,Art,Medium,['Paintings'],images/24_img1.jpg,1,,U,0,Answer: JANE AVRIL,The artist of <image 1> is nan.,"['The artist of <image 1> is AUGUSTE RENOIR.', 'The artist of <image 1> is Vincent Van Gogh.', 'The artist of <image 1> is Claude Monet.']",0,"[""I'm sorry, but I can't generate questions based on the provided rationale as it doesn't contain any explicit details about the image.""]",['yes'],1.0,False,0.0139506729319691,False,"[0.0471838116645813, 0.03228325769305229, 0.044910699129104614]",0.1008518045088195,0.4755939543247223
