index,question_id,question,correct_answers,majority_answer,category,image_path,predicted_answer,is_correct,rationale,hypothesis,support,entail_prob,informative,vf_questions,vf_answers,visual_fidelity,commonsense_plausibility,generated_choices,alternative_hypotheses,contrastive,alt_entail_probs,Unnamed: 22,contrastiveness_score
10,VizWiz_val_00000124,What drink is this?,"['hint', 'bottle flavored water on desk', 'hint blackberry', 'blackberry hint', 'blackberry', 'blackberry flavored water']",hint blackberry,other,images/124.jpg,hint water,0.5,"The drink in the image is Hint Water, specifically the blackberry flavor.",This drink is hint water.,False,0.184033155,1,"['Is the drink in the image Hint Water?', 'Is the flavor of the Hint Water in the image blackberry?']","['yes', 'yes']",1.0,0.530713081,"['sparkling water', 'vitamin water', 'soda can']","['This drink is sparkling water.', 'This drink is vitamin water.', 'This drink is a soda can.']",False,"[0.03157394751906395, 0.19329962134361267, 0.2925953269004822]",,0.2623415780464101
11,VizWiz_val_00000127,What does the screen say?,"['windows 7 home premium', 'windows', 'windows home premium']",windows 7 home premium,other,images/127.jpg,set up windows,0.0,"The screen displays the setup process for Windows 7 Home Premium. It prompts the user to choose a user name for their account and name their computer to distinguish it on the network. The text on the screen includes:

- ""Set Up Windows""
- ""Windows 7 Home Premium""
- ""Choose a user name for your account and name your computer to distinguish it on the network.""
- ""Type a user name (for example, John):""
- ""Type a computer name:""
- ""PC""
- ""Copyright © 2009 Microsoft Corporation. All rights reserved.""

The answer ""set up windows"" refers to the initial setup process for the Windows 7 operating system.",The screen says set up windows.,True,0.962426662,1,"['Does the screen display the text ""Set Up Windows""?  ', 'Is ""Windows 7 Home Premium"" mentioned on the screen?  ', 'Does the screen prompt the user to choose a user name for their account?  ', 'Is there a prompt on the screen to name the computer to distinguish it on the network?  ', 'Does the screen include the text ""Type a user name (for example, John):""?  ', 'Is ""Type a computer name:"" displayed on the screen?  ', 'Does the screen show the text ""PC""?  ', 'Is there a copyright notice on the screen that reads ""Copyright © 2009 Microsoft Corporation']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,0.616539478,"['microsoft office', 'windows 10', 'home edition']","['The screen says Microsoft Office.', 'The screen says Windows 10.', 'The screen says home edition.']",True,"[5.605275418929523e-06, 8.621228744232212e-07, 0.6838418841362]",,0.5846086796480647
12,VizWiz_val_00000145,Can you see the steak on this menu?,"['yes', 'yes 18$']",yes,yes/no,images/145.jpg,yes,1.0,"Yes, the menu includes several steak options. Here are the steak items listed:

1. Texan T-bone Steak
2. Big Bill's Ribeye Steak
3. Cowboy Combo Blow Out
4. Chicken Fried Beef Steak",You can see the steak on this menu.,True,0.997769952,1,"['Is the Texan T-bone Steak listed on the menu?', ""Is Big Bill's Ribeye Steak listed on the menu?"", 'Is Cowboy Combo Blow Out listed on the menu?', 'Is Chicken Fried Beef Steak listed on the menu?']","['yes', 'yes', 'yes', 'yes']",1.0,0.55818224,"['no', 'chicken 15$', 'pasta 12$']","['I cannot see the steak on this menu.', 'You cannot see the steak on this menu; instead, you see chicken for 15$.', 'You can see the pasta for 12$ on this menu.']",True,"[5.8863271988229826e-05, 7.580240344395861e-05, 0.0018566754879429936]",,0.9980081833763794
13,VizWiz_val_00000154,What does this coupon say on it?,"['buy 1 pizza at menu price receive on pizza equal lesser value free expires 12 31 11', 'buy 1 pizza at menu price receive 1 equal lesser value free', 'buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11', 'buy 1 pizza', 'buy 1 pizza get 1 free', 'buy 1 get 1 free on pizza', 'buy 1 pizza at menu price']",buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11,other,images/154.jpg,"buy one pizza at menu price & receive one pizza of equal or lesser value free

expires 12",1.0,"The coupon says: ""Buy One Pizza at Menu Price & Receive One Pizza of Equal or Lesser Value FREE. Expires 12-31-11.""","The coupon says to buy one pizza at menu price and receive one pizza of equal or lesser value free, and it expires on the 12th.",False,0.064124011,1,"['Does the coupon say ""Buy One Pizza at Menu Price & Receive One Pizza of Equal or Lesser Value FREE""?  ', 'Does the coupon have an expiration date of ""12-31-11""?']","['yes', 'yes']",1.0,0.31620422,"['buy 2 pizzas', 'free delivery', 'valid until 12 31 12']","['The coupon says ""buy 2 pizzas"" on it.', 'The coupon says free delivery on it.', 'The coupon says ""valid until 12 31 12"" on it.']",False,"[0.5990160703659058, 0.0006725838757120073, 0.21917031705379486]",,0.07262202362417279
14,VizWiz_val_00000161,What is in this picture?,"['tv', 'tv screen car on clock other furniture', 'car', 'living room', 'clock television tv stand rug electronic equipment', 'clock television below on low table', 'clock tv basket rug', 'television']",tv,other,images/161.jpg,living room,1.0,"The picture shows a living room. There is a television on a wooden stand, various electronic devices, a clock on the wall, and a patterned rug on the floor. The walls are painted yellow.",The picture shows a living room.,True,0.876317203,1,"['Is there a television on a wooden stand in the image?', 'Are there various electronic devices visible in the image?', 'Is there a clock on the wall in the image?', 'Is there a patterned rug on the floor in the image?', 'Are the walls painted yellow in the image?']","['yes', 'yes', 'yes', 'yes', 'yes']",1.0,0.84026742,"['sofa', 'bookshelf', 'painting']","['The picture contains a sofa.', 'The picture shows a bookshelf.', 'The picture contains a painting.']",True,"[0.005441457964479923, 0.00016386421339120716, 0.0010670424671843648]",,0.9924434388700075
15,VizWiz_val_00000191,What are the letters to enter in to obtain the prize?,['cjo'],cjo,other,images/191.jpg,cjo,1.0,"The letters to enter in order to obtain the prize are ""CJO"".",The letters to enter in to obtain the prize are cjo.,False,0.027637722,0,"['Are the letters ""CJO"" shown as the ones to enter to obtain the prize?']",['yes'],1.0,0.39961794,"['bjo', 'cjoa', 'cjo1']","['The letters to enter in to obtain the prize are bjo.', 'The letters to enter in to obtain the prize are cjoa.', 'The letters to enter in to obtain the prize are cjo1.']",False,"[0.011408595368266106, 0.024798162281513214, 0.02748069353401661]",,0.3026298339930642
16,VizWiz_val_00000192,What is this?,"['room', 'television', 'shoes', 'tv', 'computer', 'monitor', 'tv screen', 'television screen']",tv,other,images/192.jpg,living room,0.0,"This image appears to show a living room. There is a television displaying a scene, a table with various items on it, and other household objects around the room. The presence of a TV and the arrangement of furniture and items suggest that this is a living room.",This is a living room.,True,0.888372004,1,"['Is there a television displaying a scene in the image?', 'Is there a table with various items on it in the image?', 'Are there other household objects visible around the room in the image?']","['yes', 'yes', 'yes']",1.0,0.648919702,"['sofa', 'bookshelf', 'painting']","['This is a sofa.', 'This is a bookshelf.', 'This is a painting.']",True,"[0.012670681811869144, 0.0001847741805249825, 0.010368156246840954]",,0.9745242168506212
17,VizWiz_val_00000196,What is this a picture of?,"['back chair woman in', 'woman', 'back boy', 'person sitting in chair', 'person in chair watching something', 'someone sitting at banquet', 'person sitting in front stage', 'person sitting in chair in auditorium stage', 'woman sitting theater']",woman,other,images/196.jpg,audience,0.5,"This picture shows the back of a person sitting in an audience. The setting appears to be an indoor venue with chairs arranged for seating, possibly for a performance or presentation.",This is a picture of an audience.,True,0.513668478,1,"['Is the image showing the back of a person sitting in an audience?', 'Is the setting of the image an indoor venue?', 'Are there chairs arranged for seating in the image?']","['yes', 'yes', 'yes']",1.0,0.627892911,"['man standing', 'empty stage', 'empty chair']","['This is a picture of a man standing.', 'This is a picture of an empty stage.', 'This is a picture of an empty chair.']",True,"[4.177714345132699e-06, 8.251740837295074e-06, 1.3199062777857762e-05]",,0.999950109379035
18,VizWiz_val_00000197,Can you please tell me the 1-800 number on this card?,"['800 735 2929', '1 877 328 9677 1 80 732 2929', '1 800 735 2929', '1 877 328 9677', '8007352929', '18773289677', '18007352929']",1 877 328 9677,other,images/197.jpg,1-800-735-2929,1.0,The 1-800 number on this card is 1-800-735-2929.,The 1-800 number on this card is 1-800-735-2929.,False,0.169405892,0,['Is the 1-800 number on the card 1-800-735-2929?'],['yes'],1.0,0.372574955,"['800 123 4567', '1 800 123 4567', '877 123 4567']","['The 1-800 number on this card is 800 123 4567.', 'The 1-800 number on this card is 1 800 123 4567.', 'The 1-800 number on this card is 877 123 4567.']",False,"[0.20434188842773438, 0.19899649918079376, 0.2247353047132492]",,0.21242661922696435
19,VizWiz_val_00000203,Is the laptop screen open?,"['yes', 'laptop open']",yes,yes/no,images/203.jpg,yes,1.0,"Yes, the laptop screen is open.",The laptop screen is open.,True,0.998630285,0,['Is the laptop screen open?'],['yes'],1.0,0.465043455,"['closed', 'screen off', 'laptop shut']","['The laptop screen is closed.', 'The laptop screen is off.', 'The laptop screen is shut.']",True,"[6.5129502218042035e-06, 1.1565972272364888e-05, 6.505401870526839e-06]",,0.9999753825619643
20,VizWiz_val_00000208,Do the clouds look like storm clouds?,"['yes', 'no']",yes,yes/no,images/208.jpg,yes,1.0,"Yes, the clouds in the image do look like storm clouds. They appear dark and heavy, which is typical of clouds that are associated with storms or rain. The overall sky has a gloomy appearance, further indicating the likelihood of an impending storm.",The clouds do look like storm clouds.,True,0.999265611,1,"['Are the clouds in the image dark and heavy?', 'Does the sky in the image have a gloomy appearance?']","['yes', 'yes']",1.0,0.748332918,"['rainy', 'clear sky', 'sunset']","['The clouds look like rainy storm clouds.', 'The clouds look like clear sky.', 'The clouds look like sunset clouds.']",True,"[0.9759464263916016, 3.05259888477849e-08, 9.865001402431517e-07]",,0.5059026968078497
21,VizWiz_val_00000209,Do you see steak on this menu?,['yes'],yes,yes/no,images/209.jpg,yes,1.0,"Yes, I see steak on this menu. The section labeled ""Steaks"" lists various types of steaks, such as ""Ground Round,"" ""Rib Eye Steak,"" ""New York Strip,"" and ""Top Sirloin.""","Yes, I see steak on this menu.",True,0.999154091,1,"['Is there a section labeled ""Steaks"" on the menu?', 'Does the menu list ""Ground Round"" under the ""Steaks"" section?', 'Does the menu list ""Rib Eye Steak"" under the ""Steaks"" section?', 'Does the menu list ""New York Strip"" under the ""Steaks"" section?', 'Does the menu list ""Top Sirloin"" under the ""Steaks"" section?']","['yes', 'yes', 'yes', 'yes', 'yes']",1.0,0.677067518,"['chicken', 'pasta', 'salad']","['You see chicken on this menu.', 'You see pasta on this menu.', 'You see salad on this menu.']",True,"[0.00027803200646303594, 0.0016215832438319921, 0.011906402185559273]",,0.986370620796536
22,VizWiz_val_00000217,What is the person doing?,"['looking at computer monitor', 'sitting at desktop facing away', 'typing', 'on computer', 'working on computer', 'they on computer', 'watching video', 'looking at computer', 'looking at computer screen']",working on computer,other,images/217.jpg,working,0.5,"The person in the image is sitting at a desk with a computer, papers, and other office supplies, which suggests that they are engaged in work-related activities. Therefore, it is reasonable to conclude that the person is working.",The person is working.,True,0.998963714,1,"['Is the person sitting at a desk?', 'Is there a computer on the desk?', 'Are there papers on the desk?', 'Are there other office supplies on the desk?']","['yes', 'yes', 'yes', 'yes']",1.0,0.592348158,"['reading a book', 'drinking coffee', 'talking on phone']","['The person is reading a book.', 'The person is drinking coffee.', 'The person is talking on phone.']",True,"[2.307157274117344e-06, 0.008275608532130718, 0.001018974115140736]",,0.9907792789190961
23,VizWiz_val_00000234,Can you tell us what the screen says?,"['yes', 'windows 7', 'windows account log in', 'type user name type computer name', 'windows 7 home premium dell', 'yes windows 7', 'windows 7 home premium', 'set up windows 7 login', 'windows 7 home premium input for user name']",windows 7 home premium dell,other,images/234.jpg,windows 7 home premium,1.0,"Yes, the screen says ""Windows 7 Home Premium.""",The screen says Windows 7 Home Premium.,False,0.000860296,0,"['Does the screen display the text ""Windows 7 Home Premium""?']",['yes'],1.0,0.464292526,"[""'linux login'"", ""'macOS setup'"", ""'ubuntu screen'""]","[""The screen says 'linux login'."", ""The screen says 'macOS setup'."", ""The screen says 'ubuntu screen.'""]",False,"[0.7543725371360779, 0.15367615222930908, 0.03766169399023056]",,0.0009088555337311425
24,VizWiz_val_00000262,"Can you tell me the 1-800 number off this card, and are you able to hear this question?","['1 800 735 2929 cant hear q', '1 877 328 9677', '1 877 328 9677 1 800 735 2929', '18773289677', '1 800 735 2929', '1 877 328 9677 no', '18773289677 no', '8007352929 no']",1 877 328 9677,other,images/262.jpg,"1-800-735-2929

yes",1.0,"Yes, I can read the 1-800 number off the card. The number is 1-800-735-2929.","The 1-800 number off this card is 1-800-735-2929, and yes, I am able to hear this question.",True,0.56313777,1,['Is the number 1-800-735-2929 visible on the card?'],['yes'],1.0,0.512530625,"['1 800 123 4567', '1 877 123 4567', '1 800 987 6543']","['Can you tell me the 1-800 number off this card, and are you able to hear this question? 1 800 123 4567.', 'Can you tell me the 1-800 number off this card, and are you able to hear this question is 1 877 123 4567?', 'Can you tell me the 1-800 number off this card, and are you able to hear this question? 1 800 987 6543.']",True,"[0.004617420025169849, 0.04688289389014244, 0.0035415308084338903]",,0.910961404399685
25,VizWiz_val_00000263,What color is this?,"['purple', 'burgundy', 'pink']",purple,other,images/263.jpg,purple,1.0,"Yes, the color of the fabric in the image is purple.",The color is purple.,False,0.328744918,0,['Is the fabric in the image purple?'],['yes'],1.0,0.692351043,"['red', 'maroon', 'violet']","['The color is red.', 'The color is maroon.', 'The color is violet.']",False,"[0.10079008340835571, 0.3856060206890106, 0.29421496391296387]",,0.29633852626720203
26,VizWiz_val_00000266,What color is this paper?,"['white', 'white black text']",white,other,images/266.jpg,white,1.0,The paper in the image appears to be white.,The color of this paper is white.,False,0.035519302,0,['Is the paper in the image white?'],['yes'],1.0,0.586247146,"['blue', 'yellow', 'gray']","['The color of this paper is blue.', 'The color of this paper is yellow.', 'The color of this paper is gray.']",False,"[0.06047388166189194, 0.005199880339205265, 0.4189346432685852]",,0.06828957870068535
27,VizWiz_val_00000291,"Looking for properties to rent in my area, what is the condition of the house shown in the image?","['poor', 'bad', 'extremely poor', 'very poor', 'destroyed', 'demolished', 'horrible', 'condemned', 'condemned house']",bad,other,images/291.jpg,dilapidated,0.5,"The house shown in the image is in a dilapidated condition. The structure appears to be severely damaged, with parts of the roof and walls collapsing. Vegetation is overgrown around the house, and it looks abandoned and uninhabitable. This property would not be suitable for renting without significant repairs and renovations.",The condition of the house shown in the image is dilapidated.,True,0.999550045,1,"['Is the structure of the house severely damaged?', 'Are parts of the roof and walls collapsing?', 'Is there overgrown vegetation around the house?', 'Does the house appear abandoned and uninhabitable?']","['yes', 'yes', 'yes', 'yes']",1.0,0.598948479,"['newly renovated', 'excellent condition', 'modern design']","['Looking for properties to rent in my area, the condition of the house shown in the image is newly renovated.', 'The house shown in the image, which you are looking to rent in your area, is in excellent condition.', 'The condition of the house shown in the image, which you are looking to rent in your area, is modern design.']",True,"[5.713735845347401e-06, 3.218767972157366e-07, 2.6051122858916642e-06]",,0.9999913554601126
28,VizWiz_val_00000302,What is this T-shirt please?,"['minnesota twins', 'twins t shirt', 'minnesota twins 91 wins', 'snim', 'baseball']",minnesota twins,other,images/302.jpg,minnesota twins,1.0,"The T-shirt in the image is related to the Minnesota Twins, a Major League Baseball team. The design includes the text ""Twins"" and ""Minnesota,"" along with ""91,"" which likely refers to the year 1991. This was the year the Minnesota Twins won the World Series, so the T-shirt is likely commemorating that championship.",This T-shirt is for the Minnesota Twins.,True,0.998973846,1,"['Does the T-shirt have the text ""Twins"" on it?', 'Does the T-shirt have the text ""Minnesota"" on it?', 'Is there a ""91"" visible on the T-shirt?']","['yes', 'yes', 'yes']",1.0,0.626243711,"['new york yankees', 'chicago cubs', 'football shirt']","['This T-shirt is New York Yankees.', 'This T-shirt is a Chicago Cubs T-shirt.', 'This T-shirt is a football shirt.']",True,"[4.350503331806976e-06, 1.1113202162960079e-06, 7.765846703478019e-07]",,0.9999937552226358
29,VizWiz_val_00000305,What is it?,"['dell laptop', 'laptop', 'laptop computer being booted up']",laptop,other,images/305.jpg,laptop,1.0,"Yes, the image shows a laptop. Specifically, it appears to be a Dell laptop, as indicated by the logo on the screen.",It is a laptop.,True,0.505126774,1,"['Is there a laptop in the image?', 'Does the laptop have a Dell logo on the screen?']","['yes', 'yes']",1.0,0.554047585,"['tablet', 'desktop monitor', 'smartphone']","['It is a tablet.', 'It is a desktop monitor.', 'It is a smartphone.']",True,"[0.13178656995296478, 0.16981852054595947, 0.0035962264519184828]",,0.6233608085920875
30,VizWiz_val_00000315,what is this?,"['milk thistle', 'trader joes milk thistle', 'supplement', 'milk thistle bottle', 'milk thistle dietary supplement', 'trader joes milk thistle capsules']",milk thistle,other,images/315.jpg,supplement,1.0,"Yes, the item in the image is a dietary supplement. Specifically, it is a bottle of Milk Thistle capsules from Trader Joe's.",This is a supplement.,True,0.995106459,1,"['Is the item in the image a bottle of Milk Thistle capsules?', ""Is the brand of the supplement Trader Joe's?""]","['yes', 'yes']",1.0,0.524701178,"['vitamin bottle', 'protein powder', 'herbal tea']","['This is a vitamin bottle.', 'This is protein powder.', 'This is herbal tea.']",True,"[0.90256667137146, 9.980248250940349e-06, 0.00040715548675507307]",,0.5242671946478352
31,VizWiz_val_00000318,Is my computer screen lit up?,['yes'],yes,yes/no,images/318.jpg,yes,1.0,"Yes, your computer screen is lit up. The display is showing various windows and content, indicating that the screen is on and active.",My computer screen is lit up.,True,0.623835325,1,"['Is the computer screen displaying various windows?', 'Is there content visible on the computer screen?']","['yes', 'yes']",1.0,0.4915694,"['no', 'off', 'dark']","['Your computer screen is not lit up.', 'Your computer screen is off.', 'Your computer screen is dark.']",True,"[1.1255185654590605e-06, 9.617674550099764e-07, 1.3783404710920877e-06]",,0.9999944446761829
32,VizWiz_val_00000347,What does my computer screen show?,"['youtube', 'youtube browser', 'you tube', 'open you tube window']",youtube,other,images/347.jpg,youtube,1.0,"The computer screen shows a YouTube page. The visible text includes ""YouTube"" and what appears to be the title of a video. The desktop icons and taskbar are also visible, indicating that the screen is displaying a combination of the desktop and an open YouTube page.",My computer screen shows YouTube.,False,0.247259676,1,"['Does the computer screen show the text ""YouTube""?  ', 'Is there a video title visible on the computer screen?  ', 'Are desktop icons visible on the computer screen?  ', 'Is the taskbar visible on the computer screen?']","['yes', 'yes', 'yes', 'yes']",1.0,0.455921948,"['google search', 'email inbox', 'video call']","['Your computer screen shows a Google search.', 'Your computer screen shows your email inbox.', 'Your computer screen shows a video call.']",True,"[4.9810918426373973e-05, 1.0692681371438084e-06, 0.0006368124159052968]",,0.9972264573471986
33,VizWiz_val_00000356,"Can you tell me what this medicine is, please?","['night time cough syrup', 'store brand nyquil', 'night time', 'night time cough cold', 'yes', 'night time medicine']",night time,other,images/356.jpg,night time cold & flu relief,0.5,"Yes, the medicine in the image is labeled as ""Night Time Cold & Flu Relief."" This type of medication is typically used to alleviate symptoms associated with the common cold and flu, such as cough, congestion, and fever, and is intended for use at night to help with sleep.",This medicine is night time cold & flu relief.,True,0.996818781,1,"['Is the medicine labeled as ""Night Time Cold & Flu Relief""?']",['yes'],1.0,0.705137193,"['pain relief', 'allergy medicine', 'daytime cold']","['The medicine is for pain relief.', 'The medicine is allergy medicine.', ""Can you tell me what this medicine is, please? It's daytime cold.""]",True,"[0.002280551940202713, 1.4753381947230082e-05, 0.00034700639662332833]",,0.9973562635524055
34,VizWiz_val_00000366,What CD is this?,"['iphone ipad programming: hands on', 'iphone ipad programming', 'course 2761', 'iphone ipad programming:hands on', 'from learning tree iphone ipad programming: hands on', 'programming', 'iphone ipad programming course 2761', 'course 2761 iphone ipad programming']",iphone ipad programming,other,images/366.jpg,iphone and ipad programming: hands-on,1.0,"The CD is titled ""iPhone and iPad Programming: Hands-On.""","This CD is ""iPhone and iPad Programming: Hands-On.""",False,0.005332886,0,"['Is the title on the CD ""iPhone and iPad Programming: Hands-On""?']",['yes'],1.0,0.093713932,"['learning tree', 'ipad programming', 'hands on course']","['This is the learning tree CD.', 'The CD is ipad programming.', 'This CD is hands on course.']",False,"[0.36274343729019165, 0.008651504293084145, 0.9244492650032043]",,0.004098508981125151
35,VizWiz_val_00000370,Could you tell me if I need to hit enter or can you actually tell if I need to do something else?,"['yes accept terms', 'probably hit enter', 'you must agree license terms', 'click on accept license terms', 'check check box', 'click accept license terms', 'click on clear box', 'click left mouse key then enter', 'accept microsoft terms', 'accept terms']",yes accept terms,other,images/370.jpg,click,0.5,"You need to click the checkbox next to ""I accept the license terms (required to use Windows)"" to proceed with the setup.",You need to click.,True,0.709421933,1,"['Is there a checkbox next to the text ""I accept the license terms (required to use Windows)""?']",['yes'],1.0,0.535099566,"['click on help', 'press F1', 'open settings']","['Could you tell me if I need to hit enter or can you actually tell if I need to click on help?', 'You need to press F1.', 'You need to open settings.']",True,"[0.06822642683982849, 0.12485183775424957, 0.01870722882449627]",,0.7701001019477842
36,VizWiz_val_00000371,What is this and what color is it?,"['brown teddy bear', 'teddy bear brown', 'brown plush toy', 'brown bear', 'stuffed toy brown']",teddy bear brown,other,images/371.jpg,"teddy bear, brown",1.0,"The object in the image is a teddy bear, and its color is brown.",This is a brown teddy bear.,True,0.999951243,1,"['Is the object in the image a teddy bear?', 'Is the color of the teddy bear brown?']","['yes', 'yes']",1.0,0.607864082,"['gray rabbit', 'brown dog', 'brown pillow']","['This is a gray rabbit.', 'This is a brown dog.', 'This is a brown pillow.']",True,"[1.6138051250891294e-06, 2.762996700766962e-05, 0.00023884006077423692]",,0.999731974952178
