index,question_id,question,correct_answers,majority_answer,category,image_path,predicted_answer,is_correct,rationale,hypothesis,support,entail_prob,informative,vf_questions,vf_answers,visual_fidelity,commonsense_plausibility,generated_choices,alternative_hypotheses,contrastive,alt_entail_probs,Unnamed: 22,contrastiveness_score
10,VizWiz_val_00000124,What drink is this?,"['hint', 'bottle flavored water on desk', 'hint blackberry', 'blackberry hint', 'blackberry', 'blackberry flavored water']",hint blackberry,other,images/124.jpg,gatorade,0.0,"Gatorade is a sports drink that contains electrolytes and vitamins to help replenish fluids and nutrients lost during physical activity. It is commonly used by athletes, especially in hot weather conditions or after intense workouts. The bottle of Gatorade on the table has a purple label with white writing, indicating that it contains 10% juice.",This drink is gatorade.,True,0.703345776,1,"['Does the bottle on the table have a purple label?', 'Is there white writing on the label of the bottle?', 'Does the label on the bottle indicate that it contains 10% juice?']","['yes', 'yes', 'no']",0.666666667,0.859932959,"['sparkling water', 'vitamin water', 'soda can']","['This drink is sparkling water.', 'The drink is vitamin water.', 'The drink is a soda can.']",True,"[9.884287237582612e-07, 0.09490814059972763, 4.193454685719189e-07]",,0.8811037703401997
11,VizWiz_val_00000127,What does the screen say?,"['windows 7 home premium', 'windows', 'windows home premium']",windows 7 home premium,other,images/127.jpg,windows home premium,1.0,"The computer monitor displays a Windows Home Premium screen, which indicates that the user has purchased and installed this specific version of Microsoft Windows operating system on their computer. This particular edition offers additional features and functionalities compared to other editions, such as improved security, enhanced performance, and customizable start menu options. The presence of this screen suggests that the user is likely enjoying a more personalized computing experience with the added benefits provided by Windows Home Premium.",The screen says Windows Home Premium.,False,0.132964239,1,['Does the computer monitor display a Windows Home Premium screen?'],['yes'],1.0,0.521547437,"['microsoft office', 'windows 10', 'home edition']","['The screen says microsoft office.', 'The screen says Windows 10.', 'The screen says home edition.']",False,"[0.00015417275426443666, 0.2735743820667267, 0.04330506920814514]",,0.29547748983730376
12,VizWiz_val_00000145,Can you see the steak on this menu?,"['yes', 'yes 18$']",yes,yes/no,images/145.jpg,no,0.0,No,You cannot see the steak on this menu.,True,0.714229584,0,"[""I'm sorry, but there are no details in the rationale to generate specific questions about the image.""]",['yes'],1.0,0.678411901,"['no', 'chicken 15$', 'pasta 12$']","['You cannot see the steak on this menu; instead, you see chicken for 15$.', 'You can see the pasta for 12$ on this menu.']",False,"[0.4790162444114685, 0.6236061453819275]",,0.39311380029973697
13,VizWiz_val_00000154,What does this coupon say on it?,"['buy 1 pizza at menu price receive on pizza equal lesser value free expires 12 31 11', 'buy 1 pizza at menu price receive 1 equal lesser value free', 'buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11', 'buy 1 pizza', 'buy 1 pizza get 1 free', 'buy 1 get 1 free on pizza', 'buy 1 pizza at menu price']",buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11,other,images/154.jpg,buy one pizza at any of our locations for only $10.95,0.0,"The person holding the booklet is offering a deal to buy one pizza at any of their locations for only $10.95. This offer is likely intended to attract customers and increase sales, as it provides an affordable option for those who enjoy pizza. The sign also indicates that this offer is available on December 12th, which could be a special event or promotion for the business.",The coupon says to buy one pizza at any of our locations for only $10.95.,True,0.939164519,1,"['Is the person holding a booklet in the image?', 'Does the coupon offer a deal to buy one pizza for $10.95?', 'Does the coupon specify that the offer is available at any of their locations?', 'Is December 12th mentioned on the coupon as the date for the offer?']","['yes', 'no', 'no', 'no']",0.25,0.658117175,"['buy 2 pizzas', 'free delivery', 'valid until 12 31 12']","['The coupon says ""buy 2 pizzas"" on it.', 'The coupon says free delivery on it.', 'The coupon says ""valid until 12 31 12"" on it.']",True,"[6.682474122499116e-06, 1.7468773876316845e-05, 0.12541308999061584]",,0.8821744938590936
14,VizWiz_val_00000161,What is in this picture?,"['tv', 'tv screen car on clock other furniture', 'car', 'living room', 'clock television tv stand rug electronic equipment', 'clock television below on low table', 'clock tv basket rug', 'television']",tv,other,images/161.jpg,tv,1.0,"The television is on, showing a car race.",The picture contains a tv.,True,0.998859763,1,"['Is there a television in the image?', 'Is the television turned on?', 'Is the television showing a car race?']","['yes', 'yes', 'no']",0.666666667,0.528316557,"['sofa', 'bookshelf', 'painting']","['The picture contains a sofa.', 'The picture contains a bookshelf.', 'The picture contains a painting.']",True,"[0.4342213571071625, 0.00327625242061913, 1.4052890946913976e-05]",,0.6954049247455714
15,VizWiz_val_00000191,What are the letters to enter in to obtain the prize?,['cjo'],cjo,other,images/191.jpg,enter cjo,1.0,The letters to enter in order to win the prize are CJO.,The letters to enter to obtain the prize are cjo.,True,0.999769986,0,"['Are the letters C, J, and O visible in the image?']",['yes'],1.0,0.450274944,"['bjo', 'cjoa', 'cjo1']","['The letters to enter in to obtain the prize are bjo.', 'The letters to enter in to obtain the prize are cjoa.', 'The letters to enter in to obtain the prize are cjo1.']",True,"[0.0019323768792673945, 0.15726622939109802, 0.33982759714126587]",,0.6670486574912301
16,VizWiz_val_00000192,What is this?,"['room', 'television', 'shoes', 'tv', 'computer', 'monitor', 'tv screen', 'television screen']",tv,other,images/192.jpg,pizza,0.0,"The image shows a table with various items on it, including a television set, a box of pizza, and several cups. There are also some bottles placed around the table. In addition to these objects, there is a cat sitting near the table, possibly enjoying the food or watching TV. The scene appears to be a casual gathering where people have come together to enjoy each other's company while eating pizza and watching television.",This is pizza.,False,0.499023408,1,"['Is there a box of pizza on the table?', 'Are there several cups on the table?', 'Are there bottles placed around the table?', 'Is there a cat sitting near the table?']","['no', 'yes', 'yes', 'no']",0.5,0.543413997,"['sofa', 'bookshelf', 'painting']","['This is a sofa.', 'This is a bookshelf.', 'This is a painting.']",True,"[0.00017097400268539786, 2.325252353330143e-06, 0.23440665006637573]",,0.6802359926787553
17,VizWiz_val_00000196,What is this a picture of?,"['back chair woman in', 'woman', 'back boy', 'person sitting in chair', 'person in chair watching something', 'someone sitting at banquet', 'person sitting in front stage', 'person sitting in chair in auditorium stage', 'woman sitting theater']",woman,other,images/196.jpg,a person sitting in an auditorium,1.0,"The image shows a person sitting in an auditorium, likely watching a presentation or event. They are seated on the front row of chairs, which are arranged in rows facing forward. There are several other chairs visible around them, indicating that this is a public venue where people can sit and watch presentations or performances. The person appears to be focused on the event taking place, possibly listening intently or waiting for their turn to speak.",This is a picture of a person sitting in an auditorium.,True,0.991212428,1,"['Is the person sitting in an auditorium?', 'Are the chairs in the image arranged in rows facing forward?', 'Is the person seated on the front row of chairs?', 'Are there several other chairs visible around the person?']","['yes', 'yes', 'yes', 'yes']",1.0,0.375291169,"['man standing', 'empty stage', 'empty chair']","['This is a picture of a man standing.', 'This is a picture of an empty stage.', 'This is a picture of an empty chair.']",True,"[1.6012465948733734e-06, 6.024470167176332e-07, 1.2693421922449488e-05]",,0.9999849710402886
18,VizWiz_val_00000197,Can you please tell me the 1-800 number on this card?,"['800 735 2929', '1 877 328 9677 1 80 732 2929', '1 800 735 2929', '1 877 328 9677', '8007352929', '18773289677', '18007352929']",1 877 328 9677,other,images/197.jpg,1-800-237-4659,0.0,"The phone number provided is a customer service line for California Pizza Kitchen, which can be reached at 1-800-237-4659.",The 1-800 number on this card is 1-800-237-4659.,False,0.263599396,1,['Is the phone number on the card 1-800-237-4659?'],['no'],0.0,0.460990906,"['800 123 4567', '1 800 123 4567', '877 123 4567']","['The 1-800 number on this card is 800 123 4567.', 'The 1-800 number on this card is 1 800 123 4567.', 'The 1-800 number on this card is 877 123 4567.']",False,"[0.1946738213300705, 0.22524616122245789, 0.31837916374206543]",,0.2630998897316415
19,VizWiz_val_00000203,Is the laptop screen open?,"['yes', 'laptop open']",yes,yes/no,images/203.jpg,yes,1.0,The laptop screen is open and displaying a message on it.,The laptop screen is open.,True,0.999263465,1,"['Is the laptop screen open?', 'Is there a message displayed on the laptop screen?']","['yes', 'yes']",1.0,0.568417966,"['closed', 'screen off', 'laptop shut']","['The laptop screen is closed.', 'The laptop screen is off.', 'The laptop screen is shut.']",True,"[6.461734756157966e-07, 1.0466683306731284e-06, 1.405697389600391e-06]",,0.9999968991865544
20,VizWiz_val_00000208,Do the clouds look like storm clouds?,"['yes', 'no']",yes,yes/no,images/208.jpg,no,1.0,"The sky is cloudy, but it does not appear to be a storm cloud. It could be an overcast day or just some clouds in the sky.",The clouds do not look like storm clouds.,True,0.999552667,1,"['Is the sky cloudy in the image?', 'Do the clouds in the image not appear to be storm clouds?']","['yes', 'yes']",1.0,0.482389688,"['rainy', 'clear sky', 'sunset']","['The clouds look like rainy storm clouds.', 'The clouds look like clear sky.', 'The clouds look like sunset clouds.']",True,"[9.183638758258894e-05, 4.701717443822417e-06, 0.0009911836823448539]",,0.9989129743316782
21,VizWiz_val_00000209,Do you see steak on this menu?,['yes'],yes,yes/no,images/209.jpg,no,0.0,Yes,There is no steak on this menu.,False,0.432542711,0,['Is there a menu visible in the image?'],['yes'],1.0,0.494724572,"['chicken', 'pasta', 'salad']","['You see chicken on this menu.', 'You see pasta on this menu.', 'You see salad on this menu.']",False,"[0.8645679354667664, 0.8954084515571594, 0.8107038140296936]",,0.1440261757673609
22,VizWiz_val_00000217,What is the person doing?,"['looking at computer monitor', 'sitting at desktop facing away', 'typing', 'on computer', 'working on computer', 'they on computer', 'watching video', 'looking at computer', 'looking at computer screen']",working on computer,other,images/217.jpg,working,0.5,"The woman in the image is sitting at a desk, looking at her computer screen and working on something. She has a keyboard and mouse in front of her, indicating that she is using a computer for her work.",The person is working.,True,0.9982692,1,"['Is the woman sitting at a desk?', 'Is the woman looking at her computer screen?', 'Is there a keyboard in front of the woman?', 'Is there a mouse in front of the woman?']","['yes', 'yes', 'yes', 'yes']",1.0,0.707627714,"['reading a book', 'drinking coffee', 'talking on phone']","['The person is reading a book.', 'The person is drinking coffee.', 'The person is talking on phone.']",True,"[2.9422644729493186e-06, 0.004220286849886179, 1.6625956504867645e-06]",,0.9957856193418527
23,VizWiz_val_00000234,Can you tell us what the screen says?,"['yes', 'windows 7', 'windows account log in', 'type user name type computer name', 'windows 7 home premium dell', 'yes windows 7', 'windows 7 home premium', 'set up windows 7 login', 'windows 7 home premium input for user name']",windows 7 home premium dell,other,images/234.jpg,windows 7 home premium,1.0,"The screen displays a message that reads ""Windows 7 Home Premium"".",The screen says Windows 7 Home Premium.,False,0.000303121,0,"['Does the screen display the text ""Windows 7 Home Premium""?']",['yes'],1.0,0.414660513,"[""'linux login'"", ""'macOS setup'"", ""'ubuntu screen'""]","[""The screen says 'linux login'."", ""The screen says 'macOS setup'."", ""The screen says 'ubuntu screen'.""]",False,"[0.8304566740989685, 0.2271263301372528, 0.031173307448625565]",,0.00027833283556685144
24,VizWiz_val_00000262,"Can you tell me the 1-800 number off this card, and are you able to hear this question?","['1 800 735 2929 cant hear q', '1 877 328 9677', '1 877 328 9677 1 800 735 2929', '18773289677', '1 800 735 2929', '1 877 328 9677 no', '18773289677 no', '8007352929 no']",1 877 328 9677,other,images/262.jpg,1-800-735-9264,0.0,The phone number on the yellow card is 1-800-735-9264.,"The 1-800 number off this card is 1-800-735-9264, and I am able to hear this question.",False,0.0729663,1,['Is the phone number on the yellow card 1-800-735-9264?'],['no'],0.0,0.477466881,"['1 800 123 4567', '1 877 123 4567', '1 800 987 6543']","['Can you tell me the 1-800 number off this card, and are you able to hear this question? The number is 1 800 123 4567.', 'Can you tell me the 1-800 number off this card, and are you able to hear this question? 1 877 123 4567.', 'Can you tell me the 1-800 number off this card, and are you able to hear this question? 1 800 987 6543.']",False,"[0.6046323776245117, 0.6557770371437073, 0.6895147562026978]",,0.03607031673097887
25,VizWiz_val_00000263,What color is this?,"['purple', 'burgundy', 'pink']",purple,other,images/263.jpg,purple,1.0,"The person in the image is wearing a purple shirt, which is visible on their back and shoulder.",The color is purple.,False,0.104751758,1,"['Is the person wearing a purple shirt?', ""Is the purple color visible on the person's back?"", ""Is the purple color visible on the person's shoulder?""]","['yes', 'yes', 'yes']",1.0,0.42195496,"['red', 'maroon', 'violet']","['The color is red.', 'The color is maroon.', 'The color is violet.']",False,"[0.11056716740131378, 0.14499424397945404, 0.17852582037448883]",,0.19440270654426614
26,VizWiz_val_00000266,What color is this paper?,"['white', 'white black text']",white,other,images/266.jpg,white,1.0,The paper is white in color.,The color of this paper is white.,False,0.013815308,0,['Is the paper white in color?'],['yes'],1.0,0.525070727,"['blue', 'yellow', 'gray']","['The color of this paper is blue.', 'The color of this paper is yellow.', 'The color of this paper is gray.']",False,"[0.19284316897392273, 0.050097763538360596, 0.7602949142456055]",,0.013583690392926954
27,VizWiz_val_00000291,"Looking for properties to rent in my area, what is the condition of the house shown in the image?","['poor', 'bad', 'extremely poor', 'very poor', 'destroyed', 'demolished', 'horrible', 'condemned', 'condemned house']",bad,other,images/291.jpg,dilapidated,0.5,"The image shows a dilapidated house with a tree growing through it and a broken roof. It appears to be abandoned or neglected, which would make it unsuitable for renting.",The condition of the house shown in the image is dilapidated.,True,0.999397635,1,"['Is there a tree growing through the house in the image?', 'Is the roof of the house in the image broken?', 'Does the house in the image appear to be abandoned or neglected?']","['yes', 'yes', 'yes']",1.0,0.795083523,"['newly renovated', 'excellent condition', 'modern design']","['The condition of the house shown in the image for properties to rent in your area is newly renovated.', 'The house shown in the image is in excellent condition.', 'The condition of the house shown in the image is modern design.']",True,"[5.201783096708823e-06, 4.901915673372059e-08, 6.324722926365212e-05]",,0.9999314653801131
28,VizWiz_val_00000302,What is this T-shirt please?,"['minnesota twins', 'twins t shirt', 'minnesota twins 91 wins', 'snim', 'baseball']",minnesota twins,other,images/302.jpg,t-shirt,0.0,The shirt is a baseball jersey with the word Twins on it.,This is a t-shirt.,False,0.000622373,1,"['Is the shirt a baseball jersey?', 'Does the shirt have the word ""Twins"" on it?']","['no', 'yes']",0.5,0.501834631,"['new york yankees', 'chicago cubs', 'football shirt']","['This T-shirt is New York Yankees.', 'This T-shirt is a Chicago Cubs T-shirt.', 'This T-shirt is a football shirt.']",True,"[4.933374384563649e-06, 1.8543062196840765e-06, 3.7425952541525476e-06]",,0.983361950774993
29,VizWiz_val_00000305,What is it?,"['dell laptop', 'laptop', 'laptop computer being booted up']",laptop,other,images/305.jpg,dell,0.5,"The laptop computer is a Dell brand, which is known for its quality and performance in the technology industry.",It is dell.,True,0.643329263,1,['Is the laptop in the image a Dell brand?'],['yes'],1.0,0.473267943,"['tablet', 'desktop monitor', 'smartphone']","['It is a tablet.', 'It is a desktop monitor.', 'It is a smartphone.']",True,"[3.406424866625457e-06, 5.04840272697038e-07, 9.524209190203692e-07]",,0.9999924398755536
30,VizWiz_val_00000315,what is this?,"['milk thistle', 'trader joes milk thistle', 'supplement', 'milk thistle bottle', 'milk thistle dietary supplement', 'trader joes milk thistle capsules']",milk thistle,other,images/315.jpg,milk thistle,1.0,"The bottle of milk thistle is sitting on a table with papers and books, indicating that it might be used for health or nutritional purposes. It is likely that the person who placed the bottle there is taking advantage of its benefits, such as improving liver function or reducing inflammation. The presence of the bottle in this setting suggests that the individual may have an interest in maintaining their overall well-being and health through natural supplements like milk thistle.",This is milk thistle.,True,0.861770988,1,"['Is there a bottle labeled as milk thistle on the table?', 'Is the bottle of milk thistle placed on a table with papers and books?']","['yes', 'yes']",1.0,0.487097621,"['vitamin bottle', 'protein powder', 'herbal tea']","['This is a vitamin bottle.', 'This is protein powder.', 'This is herbal tea.']",False,"[0.8313485383987427, 0.003485331777483225, 0.1795305609703064]",,0.4593330413174684
31,VizWiz_val_00000318,Is my computer screen lit up?,['yes'],yes,yes/no,images/318.jpg,yes,1.0,"The laptop's screen is lit up, and it appears to be displaying a webpage or an image. It could be either a personal computer or a tablet, but the presence of a keyboard suggests that it is more likely a laptop.",My computer screen is lit up.,True,0.882326484,1,"['Is the screen of the laptop lit up?', 'Is there a keyboard present with the device?']","['yes', 'yes']",1.0,0.491387635,"['no', 'off', 'dark']","['Your computer screen is not lit up.', 'Your computer screen is off.', 'Your computer screen is dark.']",True,"[3.160054620821029e-05, 1.2092750694137067e-06, 1.0866369848372415e-06]",,0.9999615843378588
32,VizWiz_val_00000347,What does my computer screen show?,"['youtube', 'youtube browser', 'you tube', 'open you tube window']",youtube,other,images/347.jpg,youtube,1.0,The image shows a laptop computer with its screen open to YouTube.,My computer screen shows youtube.,False,0.403096825,1,"['Is the computer in the image a laptop?', 'Is the laptop screen open to YouTube?']","['yes', 'yes']",1.0,0.510002255,"['google search', 'email inbox', 'video call']","['Your computer screen shows a Google search.', 'Your computer screen shows your email inbox.', 'Your computer screen shows a video call.']",False,"[0.216342493891716, 0.29037681221961975, 0.01815951243042946]",,0.434382979559159
33,VizWiz_val_00000356,"Can you tell me what this medicine is, please?","['night time cough syrup', 'store brand nyquil', 'night time', 'night time cough cold', 'yes', 'night time medicine']",night time,other,images/356.jpg,night time,1.0,"Night Time is a medication that helps people sleep better at night. It contains melatonin, which is a hormone that regulates the body's natural sleep-wake cycle. This medication can be used to treat insomnia and other sleep disorders by promoting relaxation and inducing drowsiness.",This medicine is night time.,True,0.873646617,1,"['Does the medication contain melatonin?', 'Is the medication intended to help people sleep better at night?']","['no', 'yes']",0.5,0.482358128,"['pain relief', 'allergy medicine', 'daytime cold']","['This medicine is for pain relief.', 'The medicine is allergy medicine.', 'This medicine is daytime cold.']",True,"[1.5639226091934688e-07, 1.6661649837601544e-08, 3.2301826990988047e-07]",,0.9999994321824301
34,VizWiz_val_00000366,What CD is this?,"['iphone ipad programming: hands on', 'iphone ipad programming', 'course 2761', 'iphone ipad programming:hands on', 'from learning tree iphone ipad programming: hands on', 'programming', 'iphone ipad programming course 2761', 'course 2761 iphone ipad programming']",iphone ipad programming,other,images/366.jpg,course 2661,0.0,"The person holding the CD is showing that it is a course on iPhone and iPad programming, specifically for hands-on learning. This course is designed to teach students how to program their phones and tablets using software development tools and applications. The course covers topics such as programming languages, software development environments, and mobile application development. It also includes hands-on exercises that allow students to practice what they have learned in a real-world setting.",This CD is course 2661.,False,0.476336032,1,"['Is the CD related to iPhone and iPad programming?', 'Is the CD designed for hands-on learning?', 'Does the CD cover topics such as programming languages and software development environments?', 'Does the CD include hands-on exercises for real-world practice?']","['yes', 'yes', 'yes', 'yes']",1.0,0.4635804,"['learning tree', 'ipad programming', 'hands on course']","['This is the learning tree CD.', 'The CD is ipad programming.', 'This CD is hands on course.']",False,"[0.543832540512085, 0.2760069966316223, 0.9917663931846619]",,0.20819410625051316
35,VizWiz_val_00000370,Could you tell me if I need to hit enter or can you actually tell if I need to do something else?,"['yes accept terms', 'probably hit enter', 'you must agree license terms', 'click on accept license terms', 'check check box', 'click accept license terms', 'click on clear box', 'click left mouse key then enter', 'accept microsoft terms', 'accept terms']",yes accept terms,other,images/370.jpg,unanswerable,0.0,"I cannot provide a definitive answer without knowing the specific context of your situation, but in general, when encountering a message on a computer screen that requires user input, it is common for there to be an ""enter"" or ""submit"" button that you can click to proceed. If you are unsure what action to take, you may need to consult additional information or seek assistance from someone familiar with the specific software or application you are using.",It is unanswerable whether I need to hit enter or if I need to do something else.,True,0.796134055,1,"['Is there a message on a computer screen that requires user input?', 'Is there an ""enter"" or ""submit"" button visible on the screen?']","['yes', 'no']",0.5,0.442030996,"['click on help', 'press F1', 'open settings']","['You need to click on help.', 'You need to press F1.', 'You need to open settings.']",True,"[0.06040975823998451, 0.03289904445409775, 0.00014050638128537685]",,0.8949515999857992
36,VizWiz_val_00000371,What is this and what color is it?,"['brown teddy bear', 'teddy bear brown', 'brown plush toy', 'brown bear', 'stuffed toy brown']",teddy bear brown,other,images/371.jpg,brown,0.5,The teddy bear is a stuffed animal that is hanging from a computer monitor. It appears to be brown in color.,This is brown.,True,0.52536881,1,"['Is there a teddy bear hanging from a computer monitor?', 'Is the teddy bear brown in color?']","['yes', 'yes']",1.0,0.46609208,"['gray rabbit', 'brown dog', 'brown pillow']","['This is a gray rabbit.', 'This is a brown dog.', 'This is a brown pillow.']",True,"[0.00022994479513727129, 3.619466588133946e-05, 0.00033082824666053057]",,0.9988650065593984
37,VizWiz_val_00000380,What is this? What is this?,"['television', 'police officer on television', 'tv', 'television man blue hat on', 'video game']",television,other,images/380.jpg,tv,1.0,"The person sitting on the couch is watching television, which is located in front of them.",This is a tv.,True,0.998506129,1,"['Is the person sitting on the couch?', 'Is there a television located in front of the person?']","['yes', 'yes']",1.0,0.77931416,"['computer screen', 'security footage', 'news broadcast']","['This is a computer screen.', 'This is security footage.', 'This is a news broadcast.']",True,"[8.111919669318013e-06, 0.027156328782439232, 0.15152934193611145]",,0.8482043866368073
38,VizWiz_val_00000381,What does the error message say?,"['invalid product key', 'invalid product', 'invalid product key click ok to proceed', 'invalid product key either remove theproduct key in unattend answer file to proceed']",invalid product key,other,images/381.jpg,error,0.0,"The error message on the computer screen says ""Error"".",The error message says error.,True,0.632956624,1,"['Does the error message on the computer screen say ""Error""?']",['no'],0.0,0.609412313,"['system error', 'product key required', 'click here to continue']","['The error message says system error.', 'The error message says product key required.', 'The error message says click here to continue.']",True,"[0.4315841794013977, 0.1475551873445511, 0.0037571806460618973]",,0.5205863988291762
